,head,type,tail,Confidence
588,neural network,subclass of,statistical methods,0.1
589,neural network,facet of,neural turn,0.1
590,neural networks,opposite of,statistical methods,0.1
591,neural networks,part of,NLP,0.1
592,neural networks,part of,neural turn,0.1
593,neural turn,facet of,neural networks,0.1
594,neural networks,subclass of,statistical methods in NLP,0.1
595,interpretability,part of,statistical,0.18181818181818182
596,interpretability,facet of,statistical,0.09090909090909091
597,interpretability,studied by,statistical,0.09090909090909091
598,interpretability,subclass of,statistical,0.09090909090909091
599,transparency,subclass of,interpretability,0.09090909090909091
600,transparency,facet of,interpretability,0.09090909090909091
601,statistical interpretability,facet of,transparency,0.09090909090909091
602,interpretability,subclass of,transparency,0.09090909090909091
603,statistical interpretability,subclass of,transparency,0.09090909090909091
604,transparency,part of,statistical,0.09090909090909091
605,Neural network,subclass of,statistical methods,0.09090909090909091
606,Neural network,part of,statistical methods,0.09090909090909091
607,Neural network,studied by,feature engineering,0.18181818181818182
608,feature engineering,studies,Neural network,0.09090909090909091
609,Neural network,instance of,statistical methods,0.09090909090909091
610,Neural networks,subclass of,statistical methods,0.09090909090909091
611,feature engineering,facet of,Neural network,0.09090909090909091
612,Neural network,subclass of,Statistical methods,0.09090909090909091
613,Feature engineering,facet of,Neural network,0.09090909090909091
614,Neural network,studied by,statistical methods,0.09090909090909091
615,neural network,part of,machine learning,0.21428571428571427
616,machine learning,has part,neural network,0.07142857142857142
617,neural networks,part of,machine learning,0.14285714285714285
618,machine learning,has part,neural networks,0.07142857142857142
619,neural network,use,machine learning,0.14285714285714285
620,neural network,subclass of,machine learning,0.07142857142857142
621,neural networks,use,machine learning,0.07142857142857142
622,neural networks,subclass of,machine learning,0.07142857142857142
623,machine learning,studies,neural network,0.14285714285714285
624,end-to-end learning,opposite of,intermediate tasks,0.18181818181818182
625,intermediate tasks,opposite of,end-to-end learning,0.09090909090909091
626,word embedding,use,semantic,0.09090909090909091
627,end-to-end,subclass of,learning,0.09090909090909091
628,word embedding,subclass of,semantic,0.09090909090909091
629,word embedding,facet of,semantic,0.09090909090909091
630,end-to-end learning,opposite of,intermediate task,0.09090909090909091
631,end-to-end learning,opposite of,pipeline,0.09090909090909091
632,word embedding,use,semantic properties,0.09090909090909091
633,end-to-end learning,subclass of,intermediate tasks,0.09090909090909091
634,deep neural network,use,natural language processing,0.18181818181818182
635,natural language processing,subclass of,NLP,0.18181818181818182
636,natural language processing,different from,statistical,0.09090909090909091
637,natural language processing,subclass of,statistical,0.09090909090909091
638,deep neural network,use,statistical natural language processing,0.09090909090909091
639,natural language processing,opposite of,statistical,0.09090909090909091
640,statistical natural language processing,subclass of,NLP,0.09090909090909091
641,natural language processing,has part,statistical,0.09090909090909091
642,deep neural network,part of,natural language processing,0.09090909090909091
643,neural machine translation,subclass of,machine translation,0.16666666666666666
644,deep learning,use,machine translation,0.16666666666666666
645,statistical machine translation,subclass of,machine translation,0.25
646,neural machine translation,based on,deep learning,0.08333333333333333
647,neural machine translation,facet of,deep learning,0.08333333333333333
648,neural machine translation,uses,deep learning,0.08333333333333333
649,neural machine translation,instance of,machine translation,0.08333333333333333
650,deep learning,use,statistical machine translation,0.08333333333333333
651,Common NLP tasks,facet of,natural language processing,0.1
652,Common NLP tasks,use,natural language processing,0.1
653,Common NLP tasks,part of,natural language processing,0.1
654,Common NLP tasks,field of work,natural language processing,0.1
655,Common NLP tasks,studied by,natural language processing,0.1
656,Common NLP tasks,used by,natural language processing,0.1
657,Common NLP tasks,subclass of,natural language processing,0.1
658,Common NLP tasks,subclass of,tasks,0.1
659,NLP tasks,facet of,natural language processing,0.1
660,Common NLP tasks,is a list of,tasks,0.1
661,subtasks,subclass of,tasks,0.18181818181818182
662,subtasks,subclass of,real-world applications,0.09090909090909091
663,subtasks,subclass of,task,0.09090909090909091
664,subtasks,subclass of,solving larger tasks,0.09090909090909091
665,subtasks,part of,tasks,0.09090909090909091
666,subtasks,subclass of,applications,0.09090909090909091
667,solving larger tasks,subclass of,subtasks,0.09090909090909091
668,subtasks,subclass of,solutions,0.09090909090909091
669,subtasks,use,solving larger tasks,0.09090909090909091
670,tasks,has part,subtasks,0.09090909090909091
671,categories,facet of,natural language processing,0.08333333333333333
672,categories,part of,natural language processing,0.16666666666666666
673,categories,studied by,natural language processing,0.16666666666666666
674,natural language processing,studies,categories,0.08333333333333333
675,categories for convenience,facet of,natural language processing,0.08333333333333333
676,categories,use,natural language processing,0.08333333333333333
677,categories,subclass of,natural language processing,0.08333333333333333
678,categories for convenience,part of,natural language processing,0.08333333333333333
679,categories for convenience,subclass of,natural language processing,0.08333333333333333
680,natural language processing,has part,categories,0.08333333333333333
681,coarse division,subclass of,division,0.18181818181818182
682,coarse division,instance of,division,0.09090909090909091
683,division,subclass of,coarse,0.09090909090909091
684,coarse division,facet of,division,0.09090909090909091
685,coarse,subclass of,division,0.09090909090909091
686,coarse division,subclass of,divisions,0.09090909090909091
687,coarse division,subclass of,coarse division,0.09090909090909091
688,A coarse division,subclass of,division,0.09090909090909091
689,division,has part,coarse division,0.09090909090909091
690,coarse division,part of,division,0.09090909090909091
691,Optical character recognition,part of,Text and speech processing,0.08333333333333333
692,Speech recognition,subclass of,speech processing,0.08333333333333333
693,Speech recognition,part of,speech processing,0.08333333333333333
694,Optical character recognition,subclass of,Text and speech processing,0.08333333333333333
695,Optical character recognition,studied by,Text and speech processing,0.08333333333333333
696,Optical character recognition,use,Text and speech processing,0.08333333333333333
697,Optical character recognition,instance of,Text and speech processing,0.08333333333333333
698,Text and speech processing,has part,Speech recognition,0.16666666666666666
699,Speech recognition,part of,Text and speech processing,0.08333333333333333
700,Text and speech processing,studies,Speech recognition,0.08333333333333333
701,Speech recognition,studied by,Text and speech processing,0.08333333333333333
702,text to speech,said to be the same as,AI-complete,0.15384615384615385
703,AI-complete,said to be the same as,text to speech,0.07692307692307693
704,text to speech,facet of,AI-complete,0.07692307692307693
705,text to speech,opposite of,AI-complete,0.15384615384615385
706,AI-complete,opposite of,text to speech,0.07692307692307693
707,text to speech,instance of,AI-complete,0.07692307692307693
708,AI-complete,subclass of,extremely difficult problems,0.07692307692307693
709,text to speech,part of,AI-complete,0.07692307692307693
710,speech,opposite of,text,0.07692307692307693
711,text to speech,different from,AI-complete,0.07692307692307693
712,AI-complete,different from,text to speech,0.07692307692307693
713,speech segmentation,facet of,speech recognition,0.1
714,speech segmentation,part of,speech recognition,0.1
715,speech segmentation,subclass of,speech recognition,0.1
716,speech segmentation,use,speech recognition,0.1
717,pauses,part of,natural speech,0.1
718,pauses,facet of,natural speech,0.1
719,speech segmentation,studied by,speech recognition,0.1
720,pauses,part of,speech,0.1
721,natural speech,has parts of the class,pauses,0.1
722,pauses,facet of,speech recognition,0.1
723,coarticulation,subclass of,sounds,0.1
724,coarticulation,subclass of,sound,0.1
725,coarticulation,instance of,sounds,0.1
726,coarticulation,subclass of,blends,0.1
727,coarticulation,facet of,sounds,0.1
728,coarticulation,subclass of,sounds representing successive letters,0.1
729,coarticulation,instance of,sound,0.1
730,language,has part,sounds,0.1
731,letters,subclass of,sounds,0.1
732,coarticulation,facet of,language,0.1
733,speech recognition,subclass of,software,0.1
734,accents,subclass of,language,0.1
735,accents,facet of,language,0.1
736,recognize,facet of,speech recognition,0.1
737,accents,part of,language,0.1
738,speech recognition software,use,recognition,0.1
739,recognition,facet of,speech recognition,0.1
740,recognize,use,speech recognition,0.1
741,speech recognition software,use,recognize,0.1
742,recognize,facet of,speech recognition software,0.1
743,Speech segmentation,subclass of,separate it into words,0.1
744,word,subclass of,sound,0.1
745,Speech segmentation,subclass of,separate it,0.1
746,words,subclass of,sound,0.1
747,sound clip,subclass of,sound,0.1
748,sound,has part,words,0.1
749,sound clip,subclass of,Speech segmentation,0.1
750,sound clip,use,Speech segmentation,0.1
751,sound clip,subclass of,word,0.1
752,sound clip,subclass of,separate it into words,0.1
753,Text-to-speech,subclass of,speech recognition,0.18181818181818182
754,Text-to-speech,part of,speech recognition,0.09090909090909091
755,Text-to-speech,facet of,speech recognition,0.09090909090909091
756,Text-to-speech,use,speech recognition,0.09090909090909091
757,Text-to-speech,instance of,speech recognition,0.09090909090909091
758,Text-to-speech,studied by,speech recognition,0.09090909090909091
759,Text-to-speech,subclass of,spoken representation,0.18181818181818182
760,text,subclass of,spoken representation,0.09090909090909091
761,Text-to-speech,used by,speech recognition,0.09090909090909091
762,Word segmentation,subclass of,Text-to-speech,0.1
763,Word segmentation,part of,Text-to-speech,0.1
764,Word segmentation,facet of,Text-to-speech,0.1
765,Word segmentation,use,Text-to-speech,0.1
766,Word segmentation (Tokenization),subclass of,Text-to-speech,0.1
767,Text-to-speech,used by,visually impaired,0.1
768,Text-to-speech,facet of,visually impaired,0.1
769,Text-to-speech,use,visually impaired,0.1
770,word,part of,text,0.1
771,Tokenization,subclass of,Text-to-speech,0.1
772,English,uses,space,0.1
773,English,has part,space,0.1
774,English,has parts of the class,space,0.1
775,English,has part,spaces,0.1
776,space,part of,word,0.1
777,space,part of,words,0.1
778,English,instance of,language,0.1
779,English,uses,spaces,0.1
780,English,has parts of the class,word,0.1
781,English,has parts of the class,spaces,0.1
782,morphology,studies,vocabulary,0.07692307692307693
783,morphology,part of,vocabulary,0.07692307692307693
784,morphology,facet of,vocabulary,0.07692307692307693
785,morphology,has part,vocabulary,0.07692307692307693
786,Japanese,influenced by,Chinese,0.07692307692307693
787,Chinese,influenced by,Japanese,0.07692307692307693
788,Thai,instance of,written language,0.15384615384615385
789,morphology,studies,words,0.07692307692307693
790,words,studied by,morphology,0.07692307692307693
791,Chinese,instance of,written language,0.15384615384615385
792,Japanese,instance of,written language,0.07692307692307693
793,bag of words,use,data mining,0.18181818181818182
794,bag of words,subclass of,data mining,0.09090909090909091
795,bag of words,facet of,data mining,0.09090909090909091
796,bag of words,part of,data mining,0.09090909090909091
797,bag of words,instance of,data mining,0.09090909090909091
798,bag of words,studied by,data mining,0.09090909090909091
799,bag of words,used by,data mining,0.09090909090909091
800,bag of words (BOW),use,data mining,0.09090909090909091
801,bag of words,field of work,data mining,0.09090909090909091
802,data mining,uses,bag of words,0.09090909090909091
803,Lemmatization,subclass of,lemma,0.08333333333333333
804,lemma,subclass of,Lemmatization,0.08333333333333333
805,Lemmatization,instance of,lemma,0.08333333333333333
806,lemma,subclass of,inflectional endings,0.08333333333333333
807,Lemmatization,uses,lemma,0.16666666666666666
808,lemma,facet of,Lemmatization,0.08333333333333333
809,lemma,used by,Lemmatization,0.08333333333333333
810,Lemmatization,said to be the same as,lemma,0.08333333333333333
811,lemma,said to be the same as,Lemmatization,0.08333333333333333
812,lemma,uses,inflectional endings,0.08333333333333333
813,lemma,instance of,Lemmatization,0.08333333333333333
814,normalized form,subclass of,reducing words,0.1
815,normalized form,subclass of,reducing,0.1
816,Lemmatization,subclass of,reducing words to their normalized form,0.1
817,normalized form,subclass of,reducing words to their normalized form,0.1
818,normalized,subclass of,reducing,0.1
819,Lemmatization,subclass of,normalized form,0.1
820,Lemmatization,subclass of,reducing words,0.1
821,normalized form,subclass of,reduced,0.1
822,normalized,subclass of,reducing words,0.1
823,Lemmatization,instance of,reducing words to their normalized form,0.1
824,map,part of,dictionary,0.1
825,map,used by,dictionary,0.1
826,map,subclass of,dictionary,0.1
827,map,facet of,dictionary,0.1
828,dictionary,subclass of,map,0.1
829,map,use,dictionary,0.1
830,dictionary,instance of,map,0.1
831,dictionary,use,map,0.1
832,map,subclass of,map,0.1
833,dictionary,uses,map,0.1
834,Morphological segmentation,facet of,word,0.09090909090909091
835,Morphological segmentation,subclass of,segmentation,0.09090909090909091
836,Morphological segmentation,facet of,morphemes,0.09090909090909091
837,Morphological segmentation,subclass of,word,0.09090909090909091
838,Morphological segmentation,subclass of,Separate words,0.09090909090909091
839,Morphological segmentation,part of,morphological,0.09090909090909091
840,Morphological segmentation,subclass of,morphological,0.09090909090909091
841,Morphological segmentation,studies,morphemes,0.09090909090909091
842,morphemes,studied by,Morphological segmentation,0.09090909090909091
843,Morphological segmentation,facet of,morphological,0.09090909090909091
844,Morphological segmentation,uses,morphemes,0.09090909090909091
845,morphology,studies,language,0.14285714285714285
846,language,studied by,morphology,0.07142857142857142
847,morphology,studies,word,0.07142857142857142
848,word,studied by,morphology,0.14285714285714285
849,structure of words,part of,morphology,0.07142857142857142
850,morphology,studies,structure of words,0.07142857142857142
851,structure of words,studied by,morphology,0.14285714285714285
852,morphology,studies,words,0.07142857142857142
853,words,studied by,morphology,0.07142857142857142
854,structure of words,subclass of,morphology,0.07142857142857142
855,morphology,facet of,language,0.07142857142857142
856,inflectional morphology,subclass of,morphology,0.09090909090909091
857,inflectional morphology,part of,morphology,0.18181818181818182
858,inflectional morphology,facet of,morphology,0.09090909090909091
859,inflectional,part of,morphology,0.09090909090909091
860,inflectional,subclass of,morphology,0.09090909090909091
861,inflectional morphology,instance of,morphology,0.09090909090909091
862,morphology,has part,inflectional morphology,0.09090909090909091
863,inflectional morphology,studied by,morphology,0.09090909090909091
864,inflectional morphology,facet of,English,0.09090909090909091
865,inflection,part of,morphology,0.09090909090909091
866,Meitei,subclass of,Indian language,0.25
867,Meitei,instance of,agglutinated,0.16666666666666666
868,Indian language,has part,Meitei,0.08333333333333333
869,Meitei,part of,Indian language,0.08333333333333333
870,Meitei,subclass of,highly agglutinated Indian language,0.08333333333333333
871,Meitei,instance of,highly agglutinated,0.08333333333333333
872,Meitei,instance of,Indian language,0.08333333333333333
873,Meitei,subclass of,agglutinated,0.08333333333333333
874,Meitei,country,India,0.08333333333333333
875,Part-of-speech tagging,facet of,part of speech,0.09090909090909091
876,Part-of-speech tagging,uses,part of speech,0.09090909090909091
877,sentence,has part,word,0.18181818181818182
878,word,part of,sentence,0.18181818181818182
879,sentence,has part,part of speech,0.09090909090909091
880,Part-of-speech tagging,use,part of speech,0.09090909090909091
881,Part-of-speech tagging,main subject,part of speech,0.09090909090909091
882,part of speech,part of,sentence,0.09090909090909091
883,Part-of-speech tagging,instance of,part of speech,0.09090909090909091
884,parts of speech,subclass of,word,0.1
885,parts of speech,has part,word,0.1
886,many words,subclass of,parts of speech,0.1
887,common ones,instance of,parts of speech,0.1
888,words,subclass of,parts of speech,0.1
889,parts of speech,has part,words,0.1
890,word,subclass of,parts of speech,0.1
891,parts of speech,subclass of,words,0.1
892,common ones,subclass of,parts of speech,0.1
893,many words,instance of,parts of speech,0.1
894,root,part of,word,0.07692307692307693
895,noun,instance of,parts of speech,0.15384615384615385
896,verb,instance of,parts of speech,0.15384615384615385
897,adjective,instance of,parts of speech,0.07692307692307693
898,root,subclass of,word,0.07692307692307693
899,base form,subclass of,inflected,0.07692307692307693
900,root,subclass of,inflected,0.07692307692307693
901,root,part of,parts of speech,0.07692307692307693
902,derived,subclass of,inflected,0.07692307692307693
903,root,part of,part of speech,0.07692307692307693
904,closed,instance of,root,0.07692307692307693
905,Stemming,subclass of,lemmatization,0.07692307692307693
906,rules,different from,dictionary,0.15384615384615385
907,Stemming,different from,lemmatization,0.15384615384615385
908,lemmatization,different from,Stemming,0.07692307692307693
909,Stemming,opposite of,lemmatization,0.15384615384615385
910,dictionary,different from,rules,0.07692307692307693
911,rules,opposite of,dictionary,0.07692307692307693
912,lemmatization,opposite of,Stemming,0.07692307692307693
913,Stemming,instance of,lemmatization,0.07692307692307693
914,lemmatization,subclass of,Stemming,0.07692307692307693
915,syntax,part of,formal grammar,0.21428571428571427
916,formal grammar,uses,syntax,0.21428571428571427
917,syntax,used by,formal grammar,0.07142857142857142
918,formal grammar,has part,syntax,0.14285714285714285
919,formal grammar,subclass of,syntax,0.07142857142857142
920,Syntactic analysis,studies,syntax,0.07142857142857142
921,syntax,studied by,Syntactic analysis,0.07142857142857142
922,formal grammar,part of,syntax,0.07142857142857142
923,Grammar induction,subclass of,formal grammar,0.07142857142857142
924,Sentence breaking,subclass of,disambiguation,0.08333333333333333
925,Sentence breaking,facet of,sentence boundaries,0.08333333333333333
926,Sentence breaking,subclass of,sentence boundary disambiguation,0.08333333333333333
927,Sentence breaking,instance of,disambiguation,0.08333333333333333
928,Sentence breaking,uses,sentence boundaries,0.16666666666666666
929,Sentence breaking,uses,sentence boundary,0.16666666666666666
930,Sentence breaking,facet of,sentence boundary,0.08333333333333333
931,sentence boundaries,used by,Sentence breaking,0.08333333333333333
932,Sentence breaking,use,disambiguation,0.08333333333333333
933,sentence boundary,used by,Sentence breaking,0.08333333333333333
934,periods,subclass of,punctuation marks,0.14285714285714285
935,periods,instance of,punctuation marks,0.14285714285714285
936,periods,subclass of,punctuation mark,0.14285714285714285
937,period,subclass of,punctuation marks,0.14285714285714285
938,period,subclass of,punctuation mark,0.07142857142857142
939,abbreviations,subclass of,punctuation marks,0.21428571428571427
940,periods,instance of,punctuation mark,0.07142857142857142
941,abbreviations,subclass of,punctuation mark,0.07142857142857142
942,parse tree,subclass of,grammatical analysis,0.14285714285714285
943,parse tree,subclass of,Grammatical analysis,0.14285714285714285
944,parse tree,instance of,grammatical analysis,0.14285714285714285
945,parse tree,use,Grammatical analysis,0.14285714285714285
946,parse tree,instance of,Grammatical analysis,0.14285714285714285
947,Parsing,studies,parse tree,0.14285714285714285
948,parse tree,studied by,Parsing,0.14285714285714285
949,parses,part of,analyses,0.1
950,ambiguous,subclass of,grammar,0.1
951,parses,subclass of,analyses,0.1
952,parses,part of,analysis,0.1
953,ambiguous,instance of,grammar,0.1
954,parses,part of,grammar,0.1
955,parses,use,analyses,0.1
956,ambiguous,facet of,grammar,0.1
957,ambiguous,part of,grammar,0.1
958,natural language,studied by,parses,0.1
959,dependency parsing,subclass of,parsing,0.35294117647058826
960,constituency parsing,subclass of,parsing,0.35294117647058826
961,constituency parsing,subclass of,dependency parsing,0.058823529411764705
962,dependency parsing,instance of,parsing,0.11764705882352941
963,constituency parsing,instance of,parsing,0.11764705882352941
964,Dependency parsing,opposite of,constituency parsing,0.16666666666666666
965,constituency parsing,opposite of,Dependency parsing,0.08333333333333333
966,Probabilistic context-free grammar,subclass of,stochastic grammar,0.08333333333333333
967,stochastic grammar,subclass of,probabilistic context-free grammar,0.08333333333333333
968,probabilistic context-free grammar,subclass of,stochastic grammar,0.08333333333333333
969,Probabilistic context-free grammar,instance of,stochastic grammar,0.08333333333333333
970,stochastic grammar,uses,probabilistic context-free grammar,0.08333333333333333
971,dependency parsing,opposite of,constituency parsing,0.08333333333333333
972,constituency parsing,opposite of,dependency parsing,0.08333333333333333
973,stochastic grammar,instance of,probabilistic context-free grammar,0.08333333333333333
974,Context-free grammar,subclass of,stochastic grammar,0.08333333333333333
975,Lexical semantics (of individual words in context),part of,Lexical semantics,0.2
976,Lexical semantics,has part,Lexical semantics (of individual words in context),0.1
977,Lexical semantics (of individual words in context),subclass of,Lexical semantics,0.1
978,Lexical semantics (of individual words in context),facet of,Lexical semantics,0.1
979,Lexical semantics (of individual words in context),part of,Lexical semantics (of individual words in context),0.1
980,Lexical semantics,subclass of,computational meaning,0.1
981,computational meaning,part of,Lexical semantics,0.1
982,computational,subclass of,meaning,0.1
983,Lexical semantics (of individual words in context),instance of,Lexical semantics,0.1
984,Distributional semantics,facet of,semantic representation,0.1
985,Distributional semantics,facet of,semantic representations,0.1
986,Distributional semantics,subclass of,semantic representation,0.1
987,Distributional semantics,subclass of,semantic representations,0.1
988,Distributional semantics,use,semantic representation,0.1
989,Distributional semantics,subclass of,learn semantic representations,0.1
990,Distributional semantics,use,semantic representations,0.1
991,Distributional semantics,instance of,semantic representation,0.1
992,Distributional semantics,facet of,semantic,0.1
993,Distributional semantics,subclass of,learn semantic representations from data,0.1
994,people,instance of,proper name,0.15384615384615385
995,type,facet of,proper name,0.07692307692307693
996,proper name,subclass of,name,0.07692307692307693
997,people,uses,proper name,0.23076923076923078
998,places,instance of,proper name,0.07692307692307693
999,person,instance of,proper name,0.07692307692307693
1000,type,subclass of,proper name,0.07692307692307693
1001,people,has part,proper name,0.07692307692307693
1002,places,used by,proper name,0.07692307692307693
1003,places,uses,proper name,0.07692307692307693
1004,organization,has part,person,0.2
1005,organization,location,location,0.1
1006,location,has part,person,0.2
1007,organization,subclass of,person,0.1
1008,location,facet of,person,0.1
1009,location,subclass of,person,0.1
1010,organization,has parts of the class,person,0.1
1011,location,is a list of,person,0.1
1012,English,uses,capitalization,0.1
1013,English,instance of,language,0.1
1014,English,instance of,languages,0.1
1015,English,writing system,capitalization,0.1
1016,English,has part,capitalization,0.1
1017,English,instance of,capitalization,0.1
1018,English,has parts of the class,capitalization,0.1
1019,capitalization,facet of,English,0.1
1020,English,instance of,named entities,0.1
1021,named entities,has cause,capitalization,0.1
1022,first letter,part of,sentence,0.14285714285714285
1023,sentence,has part,word,0.14285714285714285
1024,word,part of,sentence,0.21428571428571427
1025,sentence,has part,first letter,0.14285714285714285
1026,sentence,has part,letter,0.07142857142857142
1027,sentence,part of,word,0.07142857142857142
1028,sentence,has parts of the class,word,0.07142857142857142
1029,sentence,has part,words,0.07142857142857142
1030,words,part of,sentence,0.07142857142857142
1031,non-Western scripts,subclass of,languages,0.1
1032,Western scripts,subclass of,languages,0.1
1033,Western script,subclass of,languages,0.1
1034,non-Western,subclass of,scripts,0.1
1035,Western,subclass of,scripts,0.1
1036,Western,instance of,scripts,0.1
1037,languages in non-Western scripts,subclass of,scripts,0.1
1038,languages,subclass of,non-Western scripts,0.1
1039,languages,writing system,Western scripts,0.1
1040,languages in non-Western scripts,subclass of,Western scripts,0.1
1041,Arabic,instance of,languages with capitalization,0.14285714285714285
1042,Arabic,different from,Chinese,0.14285714285714285
1043,Arabic,influenced by,Chinese,0.07142857142857142
1044,Arabic,instance of,languages,0.07142857142857142
1045,Chinese,instance of,languages with capitalization,0.14285714285714285
1046,Chinese,uses,capitalization,0.14285714285714285
1047,Arabic,uses,capitalization,0.07142857142857142
1048,Chinese,different from,Arabic,0.07142857142857142
1049,Chinese,instance of,language,0.07142857142857142
1050,Arabic,instance of,language,0.07142857142857142
1051,noun,different from,names,0.15384615384615385
1052,names,different from,noun,0.07692307692307693
1053,noun,different from,name,0.15384615384615385
1054,name,different from,noun,0.07692307692307693
1055,nouns,different from,names,0.15384615384615385
1056,names,different from,nouns,0.07692307692307693
1057,noun,opposite of,adjective,0.07692307692307693
1058,names,has part,noun,0.07692307692307693
1059,noun,subclass of,names,0.07692307692307693
1060,noun,opposite of,adjectives,0.07692307692307693
1061,Multimodal sentiment analysis,subclass of,Sentiment analysis,0.14285714285714285
1062,Sentiment analysis,subclass of,Multimodal sentiment analysis,0.07142857142857142
1063,Sentiment analysis,part of,Multimodal sentiment analysis,0.14285714285714285
1064,Sentiment analysis,subclass of,sentiment analysis,0.07142857142857142
1065,Sentiment analysis,studies,sentiment,0.07142857142857142
1066,sentiment,studied by,Sentiment analysis,0.07142857142857142
1067,Multimodal sentiment analysis,has part,Sentiment analysis,0.07142857142857142
1068,Sentiment analysis,has part,Multimodal sentiment analysis,0.07142857142857142
1069,Multimodal sentiment analysis,part of,Sentiment analysis,0.07142857142857142
1070,Sentiment analysis,said to be the same as,Multimodal sentiment analysis,0.07142857142857142
1071,Multimodal sentiment analysis,said to be the same as,Sentiment analysis,0.07142857142857142
1072,Multimodal sentiment analysis,facet of,Sentiment analysis,0.07142857142857142
1073,social media,instance of,marketing,0.16666666666666666
1074,marketing,has part,social media,0.25
1075,social media,part of,marketing,0.16666666666666666
1076,marketing,facet of,social media,0.08333333333333333
1077,social media,subclass of,marketing,0.08333333333333333
1078,social media,use,marketing,0.08333333333333333
1079,marketing,uses,social media,0.08333333333333333
1080,social media,facet of,marketing,0.08333333333333333
1081,Terminology extraction,subclass of,terminology extraction,0.1
1082,Terminology extraction,use,terminology extraction,0.1
1083,Terminology extraction,instance of,terminology extraction,0.1
1084,Terminology extraction,facet of,corpus,0.1
1085,Terminology extraction,uses,corpus,0.1
1086,Terminology extraction,uses,terminology extraction,0.1
1087,Terminology extraction,facet of,terminology extraction,0.1
1088,Terminology extraction,subclass of,automatically extract relevant terms,0.1
1089,Terminology extraction,subclass of,extraction,0.1
1090,Terminology extraction,subclass of,extract,0.1
1091,context,subclass of,meaning,0.1
1092,context,facet of,word,0.1
1093,context,has part,word,0.1
1094,more than one meaning,subclass of,word,0.1
1095,context,facet of,meaning,0.1
1096,meaning,part of,context,0.1
1097,context,subclass of,word,0.1
1098,Word-sense disambiguation,uses,word,0.1
1099,context,has part,meaning,0.1
1100,context,part of,meaning,0.1
1101,word senses,facet of,word,0.1
1102,word senses,has part,word,0.1
1103,word senses,uses,word,0.1
1104,word sense,uses,word,0.1
1105,word senses,subclass of,word,0.1
1106,word sense,facet of,word,0.1
1107,word senses,part of,word,0.1
1108,word sense,studies,word,0.1
1109,word sense,has part,word,0.1
1110,word,has part,word senses,0.1
1111,WordNet,instance of,online resource,0.18181818181818182
1112,WordNet,instance of,online,0.09090909090909091
1113,WordNet,use,online resource,0.09090909090909091
1114,dictionary,subclass of,online resource,0.18181818181818182
1115,WordNet,industry,online resource,0.09090909090909091
1116,WordNet,instance of,dictionary,0.09090909090909091
1117,wordNet,instance of,online resource,0.09090909090909091
1118,WordNet,genre,online resource,0.09090909090909091
1119,WordNet,product or material produced,online resource,0.09090909090909091
1120,named entities,subclass of,entity,0.1
1121,named entities,use,Entity linking,0.1
1122,named entities,facet of,Entity linking,0.1
1123,proper name,facet of,named entities,0.1
1124,named entities,subclass of,Entity linking,0.1
1125,named entities,subclass of,entities,0.1
1126,named entities,uses,proper name,0.1
1127,proper name,facet of,entity,0.1
1128,named entities,has part,proper name,0.1
1129,proper name,has part,named entities,0.1
1130,context,subclass of,referred to,0.1
1131,referred to,part of,context,0.1
1132,context,subclass of,referred,0.1
1133,context,part of,referred to,0.1
1134,referred to,instance of,context,0.1
1135,referred to,facet of,context,0.1
1136,context,subclass of,referred to in context,0.1
1137,context,facet of,referred to,0.1
1138,referred to,subclass of,context,0.1
1139,referred to in context,facet of,context,0.1
1140,sentences,subclass of,text,0.125
1141,sentences,part of,text,0.125
1142,sentence,part of,text,0.125
1143,Sentences,subclass of,text,0.125
1144,Relationship extraction,part of,Semantics,0.125
1145,Relationship extraction,facet of,Relationship,0.125
1146,Relationship extraction,subclass of,Semantics,0.125
1147,Relationship extraction,part of,Relational semantics,0.125
1148,spouse,spouse,whom,0.07142857142857142
1149,whom,spouse,spouse,0.07142857142857142
1150,married,facet of,whom,0.07142857142857142
1151,married,has part,whom,0.14285714285714285
1152,whom,part of,married,0.07142857142857142
1153,spouse,has part,whom,0.14285714285714285
1154,whom,part of,spouse,0.07142857142857142
1155,married to whom,facet of,whom,0.07142857142857142
1156,spouse,facet of,whom,0.07142857142857142
1157,married,spouse,whom,0.07142857142857142
1158,whom,spouse,married,0.07142857142857142
1159,marriage,participant,whom,0.07142857142857142
1160,sentence,subclass of,text,0.1
1161,graph,subclass of,formal representation,0.1
1162,logical formalism,subclass of,formal representation,0.1
1163,Semantic parsing,subclass of,formal representation,0.1
1164,Semantic parsing,uses,formal representation,0.1
1165,logic,has part,formal representation,0.1
1166,formal representation,part of,logical formalism,0.1
1167,logic,subclass of,formal representation,0.1
1168,logical formalism,has part,formal representation,0.1
1169,formal representation,facet of,logical formalism,0.1
1170,coreference,subclass of,discourse analysis,0.2
1171,coreference,part of,discourse analysis,0.2
1172,discourse analysis,facet of,Natural language understanding,0.13333333333333333
1173,discourse analysis,part of,Natural language understanding,0.13333333333333333
1174,coreference,facet of,Natural language understanding,0.06666666666666667
1175,coreference,facet of,discourse analysis,0.06666666666666667
1176,coreference,part of,Natural language understanding,0.06666666666666667
1177,NLP,studies,Natural language understanding,0.06666666666666667
1178,Natural language understanding,studied by,NLP,0.06666666666666667
1179,Semantic role labelling,facet of,semantic role,0.08333333333333333
