,head,type,tail,Confidence
555,India,instance of,countries,0.045454545454545456
556,Germany,instance of,countries,0.045454545454545456
557,Brazil,instance of,countries,0.045454545454545456
558,Poland,instance of,countries,0.045454545454545456
559,Canada,instance of,countries,0.045454545454545456
560,China,instance of,countries,0.045454545454545456
561,United Kingdom,instance of,countries,0.045454545454545456
562,France,instance of,countries,0.045454545454545456
563,Sri Lanka,instance of,countries,0.045454545454545456
564,2011,point in time,2011,0.25
565,2012 Summer Olympics,point in time,2012,0.08333333333333333
566,2010,point in time,2010,0.16666666666666666
567,2011,number of participants,175,0.08333333333333333
568,2015,point in time,2015,0.08333333333333333
569,2013,point in time,2013,0.08333333333333333
570,2016 Summer Olympics,point in time,2016,0.08333333333333333
571,2012,point in time,2012,0.08333333333333333
572,2009 World's Fair,point in time,2009,0.08333333333333333
573,new to the program,subclass of,universities,0.1
574,Uppsala University,country,Sweden,0.1
575,New to the program,subclass of,universities,0.1
576,new to the program,facet of,universities,0.1
577,New York University,located in the administrative territorial entity,Manhattan,0.1
578,the program,instance of,universities,0.1
579,University of Utah,located in the administrative territorial entity,Salt Lake City,0.1
580,program,organizer,universities,0.1
581,program,instance of,universities,0.1
582,new to the program,is a list of,universities,0.1
583,2011 Google Summer of Code,point in time,2011,0.23076923076923078
584,Google Summer of Code,point in time,2011,0.07692307692307693
585,2011,point in time,2011,0.15384615384615385
586,2011,instance of,Google Summer of Code,0.07692307692307693
587,Google Summer of Code,inception,2011,0.07692307692307693
588,2011 Google Summer of Code,number of participants,11,0.15384615384615385
589,2011 Google Summer of Code,number of participants,13,0.07692307692307693
590,2011 Google Summer of Code,followed by,2013,0.07692307692307693
591,2012 Summer Olympics,point in time,2012,0.07692307692307693
592,University of Moratuwa,country,Sri Lanka,0.14285714285714285
593,Moratuwa,country,Sri Lanka,0.35714285714285715
594,Sri Lanka,contains administrative territorial entity,Moratuwa,0.07142857142857142
595,University of Moratuwa,located in the administrative territorial entity,Sri Lanka,0.07142857142857142
596,Sri Lanka,capital,Moratuwa,0.07142857142857142
597,"University of Moratuwa, Sri Lanka",inception,2011,0.07142857142857142
598,Moratuwa University,country,Sri Lanka,0.07142857142857142
599,University,country,Sri Lanka,0.14285714285714285
600,Polytechnic University of Bucharest,country,Romania,0.3333333333333333
601,"Indian Institute of Technology, Kharagpur",country,India,0.09523809523809523
602,Indian Institute of Technology,located in the administrative territorial entity,Kharagpur,0.19047619047619047
603,Indian Institute of Technology,country,India,0.19047619047619047
604,Kharagpur,country,India,0.19047619047619047
605,2011 Google Summer of Code,point in time,2011,0.16666666666666666
606,2011 Google Summer of Code program,point in time,2011,0.08333333333333333
607,master's degree,followed by,PhD,0.08333333333333333
608,PhD,subclass of,master's degree,0.08333333333333333
609,Google Summer of Code,point in time,2011,0.08333333333333333
610,master's degree,different from,PhD,0.16666666666666666
611,PhD,different from,master's degree,0.16666666666666666
612,master's degrees,followed by,PhDs,0.08333333333333333
613,2011 Google Summer of Code,instance of,Google Summer of Code,0.08333333333333333
614,Google Summer of Code 2012,point in time,2012,0.5
615,Google Summer of Code 2012,organizer,Google,0.13636363636363635
616,Google Summer of Code,point in time,2012,0.09090909090909091
617,Google Summer of Code,organizer,Google,0.045454545454545456
618,2012,point in time,2012,0.18181818181818182
619,Google Summer of Code 2012,start time,"February 4, 2012",0.045454545454545456
620,Google,subsidiary,Google Cloud,0.15384615384615385
621,Google,subsidiary,Google+,0.07692307692307693
622,Google,owner of,Google Glass,0.07692307692307693
623,Google,product or material produced,Android,0.07692307692307693
624,Google Cloud,parent organization,Google,0.07692307692307693
625,Google,subsidiary,YouTube,0.07692307692307693
626,Google,number of participants,"1,212",0.07692307692307693
627,Google,subsidiary,Google Cloud Platform,0.07692307692307693
628,Google,significant event,"1,212 proposals were accepted",0.07692307692307693
629,"1,212 proposals were accepted",organizer,Google,0.07692307692307693
630,Google,significant event,"1,212 proposals were accepted in 180 organizations",0.07692307692307693
631,"1,212 proposals were accepted in 180 organizations",organizer,Google,0.07692307692307693
632,India,diplomatic relation,USA,0.21428571428571427
633,India,shares border with,USA,0.21428571428571427
634,USA,diplomatic relation,India,0.14285714285714285
635,USA,shares border with,India,0.14285714285714285
636,India,diplomatic relation,Germany,0.14285714285714285
637,India,shares border with,Germany,0.07142857142857142
638,India,member of,GSoC,0.07142857142857142
639,Dhirubhai Ambani Institute of Information and Communication Technology,country,India,0.35714285714285715
640,University of Moratuwa,country,India,0.07142857142857142
641,University of Moratuwa,located in the administrative territorial entity,Moratuwa,0.14285714285714285
642,Dhirubhai Ambani Institute of Information and Communication Technology,located in the administrative territorial entity,India,0.07142857142857142
643,Dhirubhai Ambani Institute of Information and Communication Technology,location,India,0.07142857142857142
644,India,subsidiary,Dhirubhai Ambani Institute of Information and Communication Technology,0.07142857142857142
645,Bhirubhai Ambani Institute of Information and Communication Technology,country,India,0.07142857142857142
646,3rd rank,country,India,0.07142857142857142
647,Dhirubhai Ambani Institute of Information and Communication Technology,headquarters location,India,0.07142857142857142
648,Mauritius,continent,Africa,0.2857142857142857
649,Mauritius,continent,African,0.14285714285714285
650,Mauritius,continent,African country,0.07142857142857142
651,Mauritius,participant in,Google Summer of Code,0.21428571428571427
652,Google Summer of Code,participant,Mauritius,0.07142857142857142
653,Google Summer of Code,country,Mauritius,0.14285714285714285
654,Mauritius,continent,African continent,0.07142857142857142
655,Google Summer of Code 2013,point in time,2013,0.5
656,Google Summer of Code 2013,organizer,Google,0.13636363636363635
657,Google Summer of Code,point in time,2013,0.09090909090909091
658,Google Summer of Code,organizer,Google,0.045454545454545456
659,2013,point in time,2013,0.18181818181818182
660,Google Summer of Code 2013,start time,"February 11, 2013",0.045454545454545456
661,Google,field of work,open source,0.1
662,Google,product or material produced,open source,0.1
663,Google,industry,open source,0.1
664,Google,instance of,open source,0.1
665,Google,movement,open source,0.1
666,Google,field of work,open source projects and organizations,0.1
667,Google,field of work,open source projects,0.1
668,Google,instance of,open source projects and organizations,0.1
669,open source,subclass of,organizations,0.1
670,open source projects and organizations,developer,Google,0.1
671,project proposals,subclass of,proposals,0.1
672,project proposals,facet of,student,0.1
673,2012 Summer Olympics,point in time,2012,0.1
674,2008 Summer Olympics,point in time,2008,0.1
675,project,subclass of,proposal,0.1
676,project,subclass of,proposals,0.1
677,project,facet of,student,0.1
678,project proposals,subclass of,proposal,0.1
679,Project,subclass of,student,0.1
680,Project,participant,student,0.1
681,Google Summer of Code 2014,point in time,2014,0.6666666666666666
682,Google Summer of Code 2014,organizer,Google,0.125
683,Google Summer of Code 2014,start time,"February 3, 2014",0.041666666666666664
684,Google Summer of Code,organizer,Google,0.041666666666666664
685,2014,point in time,2014,0.08333333333333333
686,Google Summer of Code 2014,conferred by,Google,0.041666666666666664
687,Google,field of work,open source,0.1
688,Google,product or material produced,open source,0.1
689,Google,industry,open source,0.1
690,Google,instance of,open source,0.1
691,Google,movement,open source,0.1
692,Google,instance of,organizations,0.1
693,Google,instance of,open source projects and organizations,0.1
694,Google,field of work,open source projects,0.1
695,Google,field of work,open source projects and organizations,0.1
696,Google,uses,open source,0.1
697,project proposals,subclass of,proposals,0.1
698,project proposals,facet of,student,0.1
699,2008 Summer Olympics,point in time,2008,0.1
700,2012 Summer Olympics,point in time,2012,0.1
701,project,subclass of,proposal,0.1
702,project,subclass of,proposals,0.1
703,project,facet of,student,0.1
704,Project,subclass of,student,0.1
705,Project,subclass of,project proposals,0.1
706,Project,participant,student,0.1
707,2014 edition,point in time,2014,0.07142857142857142
708,2014,point in time,2014,0.07142857142857142
709,Ethiopia,inception,2014,0.2857142857142857
710,Kenya,inception,2014,0.21428571428571427
711,Uganda,inception,2014,0.21428571428571427
712,Malawi,inception,2014,0.07142857142857142
713,The 2014 edition,point in time,2014,0.07142857142857142
714,Kenya,diplomatic relation,Cameroon,0.2857142857142857
715,Cameroon,diplomatic relation,Kenya,0.21428571428571427
716,Kenya,shares border with,Cameroon,0.21428571428571427
717,Cameroon,shares border with,Kenya,0.21428571428571427
718,Kenyan,diplomatic relation,Cameroon,0.07142857142857142
719,Google Summer of Code 2015,point in time,2015,0.5
720,Google Summer of Code 2015,organizer,Google,0.13636363636363635
721,Google Summer of Code,point in time,2015,0.09090909090909091
722,Google Summer of Code,organizer,Google,0.045454545454545456
723,Google Summer of Code 2015,start time,"February 9, 2015",0.045454545454545456
724,2015,point in time,2015,0.18181818181818182
725,Tor Project,field of work,open source,0.18181818181818182
726,Linux Foundation,field of work,open source,0.18181818181818182
727,Tor Project,instance of,open source,0.09090909090909091
728,Tor Project,member of,Linux Foundation,0.09090909090909091
729,Google,field of work,open source,0.09090909090909091
730,Mozilla,field of work,open source,0.09090909090909091
731,Tor Project,instance of,open source projects,0.09090909090909091
732,Tor Project,influenced by,Google,0.09090909090909091
733,Mozilla,member of,Linux Foundation,0.09090909090909091
734,student application period,start time,"March 16, 2015",0.1
735,application period,start time,"March 16, 2015",0.1
736,The student application period,start time,"March 16, 2015",0.1
737,Student application period,start time,"March 16, 2015",0.1
738,2015,point in time,2015,0.1
739,2015,start time,"March 16, 2015",0.1
740,applications period,start time,"March 16, 2015",0.1
741,student application period,point in time,"March 16, 2015",0.1
742,The student application period,point in time,"March 16, 2015",0.1
743,The Student application period,start time,"March 16, 2015",0.1
744,The accepted student proposals,point in time,"April 27, 2015",0.09090909090909091
745,accepted student proposals,point in time,"April 27, 2015",0.09090909090909091
746,The accepted student proposals,publication date,"April 27, 2015",0.09090909090909091
747,student proposals,point in time,"April 27, 2015",0.2727272727272727
748,accepted student proposals,publication date,"April 27, 2015",0.09090909090909091
749,Accepted student proposals,point in time,"April 27, 2015",0.09090909090909091
750,"The accepted student proposals were announced on April 27, 2015",point in time,"April 27, 2015",0.09090909090909091
751,The accepted student proposals were announced,point in time,"April 27, 2015",0.09090909090909091
752,student proposals,publication date,"April 27, 2015",0.09090909090909091
753,India,diplomatic relation,Sri Lanka,0.23076923076923078
754,India,diplomatic relation,USA,0.23076923076923078
755,USA,diplomatic relation,India,0.15384615384615385
756,Sri Lanka,diplomatic relation,India,0.15384615384615385
757,India,shares border with,USA,0.07692307692307693
758,India,member of,GSoC,0.07692307692307693
759,India,country,India,0.07692307692307693
760,Google Summer of Code 2016,point in time,2016,0.5
761,Google Summer of Code 2016,organizer,Google,0.13636363636363635
762,Google Summer of Code,point in time,2016,0.09090909090909091
763,Google Summer of Code,organizer,Google,0.045454545454545456
764,2016,point in time,2016,0.18181818181818182
765,Google Summer of Code 2016,start time,"February 9, 2016",0.045454545454545456
766,2016,point in time,2016,0.08333333333333333
767,2008 Summer Olympics,point in time,2008,0.08333333333333333
768,2012 Summer Olympics,point in time,2012,0.08333333333333333
769,2016 Summer Olympics,point in time,2016,0.08333333333333333
770,2015,point in time,2015,0.08333333333333333
771,2014,point in time,2014,0.08333333333333333
772,2016,start time,"February 19, 2016",0.08333333333333333
773,New York Yankees,league,Major League Baseball,0.08333333333333333
774,United Nations,has part,General Assembly,0.08333333333333333
775,General Assembly,part of,United Nations,0.08333333333333333
776,New York City,contains administrative territorial entity,Manhattan,0.08333333333333333
777,Manhattan,located in the administrative territorial entity,New York City,0.08333333333333333
778,student application period,start time,"March 14, 2016",0.15384615384615385
779,student application period,end time,"March 25, 2016",0.15384615384615385
780,The student application period,start time,"March 14, 2016",0.15384615384615385
781,2016,point in time,2016,0.07692307692307693
782,Student application period,start time,"March 14, 2016",0.15384615384615385
783,2016 Summer Olympics,point in time,2016,0.07692307692307693
784,The student application period,end time,"March 25, 2016",0.07692307692307693
785,"March 14, 2016",point in time,"March 14, 2016",0.07692307692307693
786,Student application period,end time,"March 25, 2016",0.07692307692307693
787,Kraków,country,Poland,0.14285714285714285
788,World Heritage Site,maintained by,UNESCO,0.07142857142857142
789,United Nations,has part,General Assembly,0.14285714285714285
790,General Assembly,part of,United Nations,0.07142857142857142
791,New York City,contains administrative territorial entity,Manhattan,0.14285714285714285
792,Manhattan,located in the administrative territorial entity,New York City,0.07142857142857142
793,New York City,twinned administrative body,Manhattan,0.07142857142857142
794,Manhattan,twinned administrative body,New York City,0.07142857142857142
795,Poland,capital,Kraków,0.07142857142857142
796,New York City,located in the administrative territorial entity,New York,0.07142857142857142
797,National Museum of American Art,located in the administrative territorial entity,"Washington, D.C.",0.07142857142857142
798,2015,point in time,2015,0.18181818181818182
799,2016 Summer Olympics,point in time,2016,0.09090909090909091
800,student proposals,subclass of,registered students,0.09090909090909091
801,2014 Summer Olympics,point in time,2014,0.09090909090909091
802,student proposals,point in time,2015,0.18181818181818182
803,in 2015,point in time,2015,0.09090909090909091
804,the 2015,point in time,2015,0.09090909090909091
805,2014 Commonwealth Games,point in time,2014,0.09090909090909091
806,student proposals,facet of,registered students,0.09090909090909091
807,The accepted student proposals,point in time,"April 22, 2016",0.09090909090909091
808,accepted student proposals,point in time,"April 22, 2016",0.09090909090909091
809,student proposals,point in time,"April 22, 2016",0.2727272727272727
810,The accepted student proposals,publication date,"April 22, 2016",0.09090909090909091
811,Accepted student proposals,point in time,"April 22, 2016",0.09090909090909091
812,accepted student proposals,publication date,"April 22, 2016",0.09090909090909091
813,"The accepted student proposals were announced on April 22, 2016",point in time,"April 22, 2016",0.09090909090909091
814,The accepted student proposals were announced,point in time,"April 22, 2016",0.09090909090909091
815,Student proposals,point in time,"April 22, 2016",0.09090909090909091
816,2017,point in time,2017,0.2
817,2018,point in time,2018,0.1
818,2016,point in time,2016,0.1
819,2016 Summer Olympics,point in time,2016,0.1
820,2015,point in time,2015,0.1
821,2019,point in time,2019,0.1
822,2017,number of participants,201,0.1
823,2017 ===2017,point in time,2017,0.1
824,New York University,located in the administrative territorial entity,New York City,0.1
825,first time,facet of,universities,0.09090909090909091
826,first time,facet of,university,0.09090909090909091
827,New York University,located in the administrative territorial entity,Manhattan,0.09090909090909091
828,University of Utah,located in the administrative territorial entity,Salt Lake City,0.09090909090909091
829,Harvard University,subsidiary,Kennedy School of Government,0.18181818181818182
830,first time,subclass of,universities,0.09090909090909091
831,Kennedy School of Government,part of,Harvard University,0.09090909090909091
832,first time,facet of,first time,0.09090909090909091
833,"University of California, Berkeley",located in the administrative territorial entity,"Berkeley, California",0.09090909090909091
834,University of Pennsylvania,subsidiary,Wharton School,0.09090909090909091
835,2008 Summer Olympics,point in time,2008,0.09090909090909091
836,World Heritage Site,maintained by,UNESCO,0.09090909090909091
837,the previous high for the program,number of participants,"20,651",0.09090909090909091
838,the previous high for the program,number of participants,"20,651 students",0.09090909090909091
839,previous high for the program,number of participants,"20,651",0.09090909090909091
840,the previous high,number of participants,"20,651",0.09090909090909091
841,New York City,twinned administrative body,Manhattan,0.09090909090909091
842,Manhattan,twinned administrative body,New York City,0.09090909090909091
843,previous high for the program,number of participants,"20,651 students",0.09090909090909091
844,New York University,located in the administrative territorial entity,Manhattan,0.09090909090909091
845,previous high,number of participants,8.8%,0.09090909090909091
846,project proposals,facet of,students,0.09090909090909091
847,2008 Summer Olympics,point in time,2008,0.18181818181818182
848,2012 Summer Olympics,point in time,2012,0.09090909090909091
849,World Heritage Site,maintained by,UNESCO,0.09090909090909091
850,project proposals,subclass of,students,0.09090909090909091
851,2010 Summer Olympics,point in time,2010,0.09090909090909091
852,2014 Summer Olympics,point in time,2014,0.09090909090909091
853,project proposals,part of,students,0.09090909090909091
854,2008 Summer Olympics,location,Beijing,0.18181818181818182
855,2018,point in time,2018,0.6
856,in 2018,point in time,2018,0.1
857,2018 === 2018,point in time,,0.05
858,2018 === 2018,point in time,2018,0.05
859,organizations were accepted in 2018,point in time,2018,0.1
860,2018.,point in time,2018,0.1
861,2019,point in time,2019,0.45454545454545453
862,organizations were accepted in 2019,point in time,2019,0.09090909090909091
863,in 2019,point in time,2019,0.09090909090909091
864,2019.,point in time,2019,0.09090909090909091
865,2019 ===2019,point in time,2019,0.09090909090909091
866,submitted in 2019,point in time,2019,0.09090909090909091
867,accepted in 2019,point in time,2019,0.09090909090909091
868,2020,point in time,2020,0.5714285714285714
869,2020.,point in time,2020,0.09523809523809523
870,2020 ===2020,point in time,2020,0.09523809523809523
871,2020 �<subj> 2020,point in time,,0.047619047619047616
872,2020 �<subj> 2020,point in time,2020,0.047619047619047616
873,in 2020,point in time,2020,0.09523809523809523
874,2019,point in time,2019,0.047619047619047616
875,2021,point in time,2021,0.6666666666666666
876,2020 Summer Olympics,point in time,2020,0.05555555555555555
877,2022 Summer Olympics,point in time,2022,0.05555555555555555
878,2020,point in time,2020,0.05555555555555555
879,2021.,point in time,2021,0.1111111111111111
880,2020 Winter Olympics,point in time,2020,0.05555555555555555
881,Google Summer of Code,organizer,Google,0.09090909090909091
882,Google Summer of Code,creator,Google,0.09090909090909091
883,Google Summer of Code,conferred by,Google,0.09090909090909091
884,Google Summer of Code,developer,Google,0.09090909090909091
885,Google Summer of Code,founded by,Google,0.09090909090909091
886,Google Summer of Code program,organizer,Google,0.09090909090909091
887,Google Summer of Code,parent organization,Google,0.18181818181818182
888,Google Summer of Code,operator,Google,0.09090909090909091
889,Google Summer of Code,named after,Google,0.09090909090909091
890,Google,subsidiary,Google Summer of Code,0.09090909090909091
891,new grads,subclass of,students,0.08333333333333333
892,New grads,subclass of,students,0.08333333333333333
893,2008 Summer Olympics,point in time,2008,0.08333333333333333
894,2012 Summer Olympics,point in time,2012,0.08333333333333333
895,students,different from,new grads,0.16666666666666666
896,new grads,different from,students,0.08333333333333333
897,new grads,subclass of,student,0.08333333333333333
898,new grad,subclass of,students,0.08333333333333333
899,student,different from,new grads,0.16666666666666666
900,new grads,different from,student,0.08333333333333333
901,Google,field of work,open source,0.1
902,Google,product or material produced,open source,0.1
903,Google,instance of,open source,0.1
904,Google,industry,open source,0.1
905,open source,subclass of,projects,0.1
906,Google,instance of,large projects,0.1
907,Google,subsidiary,Google Cloud,0.1
908,medium,subclass of,large projects,0.1
909,large projects,facet of,open source,0.1
910,Google,instance of,open source organizations,0.1
911,SoC 2006,point in time,2006,0.1
912,"Google Summer of Code Full of Stats - Part 3, Countries",end time,"August 5, 2013",0.1
913,Google Summer of Code Full of Stats,end time,"August 5, 2013",0.1
914,"Google Summer of Code Full of Stats - Part 3, Countries",start time,"August 5, 2013",0.1
915,"Google Summer of Code Full of Stats - Part 3, Countries",publication date,"August 5, 2013",0.1
916,"Google Summer of Code Full of Stats - Part 3, Countries",point in time,"August 5, 2013",0.1
917,Google Summer of Code Full of Stats,start time,"August 5, 2013",0.1
918,Google Summer of Code Full of Stats,point in time,"August 5, 2013",0.1
919,Google Summer of Code Full of Stats - Part 3,end time,"August 5, 2013",0.1
920,SoC 2006,instance of,SoC,0.1
